index,word,difficulty,category
971,Vagen,1,"other Nouns"
972,datum,0,time
973,baner,0,"other Nouns"
974,genomsnitt,1,numbers
975,fall,0,"other Nouns"
976,grupp,0,travel
977,total,0,numbers
978,rang,0,numbers
979,NULL,0,general
980,"att leda",1,"other verbs"
981,yta,1,numbers
982,askväder,1,weather
983,"kolla upp",1,"other verbs"
984,springa,0,"free time"
985,groda,1,"humans and animals"
986,krokodil,0,"humans and animals"
987,Flyga,1,"humans and animals"
988,mygga,1,"humans and animals"
989,gris,1,"humans and animals"
990,far,1,"humans and animals"
991,NULL,0,general
992,NULL,0,general
993,NULL,0,general
994,NULL,0,general
995,NULL,0,general
996,NULL,0,general
997,NULL,0,general
998,NULL,0,general
999,NULL,0,general
1000,NULL,0,general
