index,word,difficulty,category
979,NULL,0,general
980,condurre,1,"other verbs"
981,superficie,1,numbers
982,temporale,1,weather
983,"dai unocchiata",1,"other verbs"
984,correre,0,"free time"
985,rana,1,"humans and animals"
986,coccodrillo,0,"humans and animals"
987,volare,1,"humans and animals"
988,zanzara,1,"humans and animals"
989,maiale,1,"humans and animals"
990,pecore,1,"humans and animals"
991,NULL,0,general
992,NULL,0,general
993,NULL,0,general
994,NULL,0,general
995,NULL,0,general
996,NULL,0,general
997,NULL,0,general
998,NULL,0,general
999,NULL,0,general
1000,NULL,0,general
